capital,id_zona,altura_sobre_nivel_del_mar,temperatura_media_anual,precipitacion_anual,profundidad_efectiva_suelo,aptitud
Rioacha,748,892,44,2178,65,no apto
Santa Marta,749,987,16,1255,83,no apto
Villavicencio,750,1047,32,1291,59,marginalmente apto
Pasto,751,746,33,2793,42,no apto
Cucuta,752,1336,26,3014,49,marginalmente apto
Mocoa,753,603,25,2662,36,marginalmente apto
Armenia,754,634,40,1892,44,no apto
Pereira,755,658,21,3335,64,moderadamente apto
San Andres,756,353,34,3796,30,no apto
Bucaramanga,757,1245,36,2067,29,no apto
Sincelejo,758,1261,20,1346,90,marginalmente apto
Ibague,759,1290,15,4120,70,no apto
Cali,760,751,16,3263,94,no apto
Mitu,761,529,39,2201,79,no apto
Puerto Carreno,762,822,31,1184,51,marginalmente apto
Leticia,763,1231,35,2927,103,no apto
Medellin,764,454,40,3883,79,no apto
Arauca,765,1353,36,1961,31,no apto
Barranquilla,766,576,41,1469,22,no apto
Cartagena,767,896,21,1404,89,moderadamente apto
Tunja,768,394,38,2672,66,no apto
Manizales,769,540,15,3752,19,no apto
Florencia,770,810,44,3954,62,no apto
Yopal,771,1012,17,3484,90,no apto
Popayan,772,840,40,2437,104,no apto
Valledupar,773,1294,25,1254,37,marginalmente apto
Quibdo,774,615,37,2536,17,no apto
Monteria,775,841,25,2840,44,marginalmente apto
Bogota,776,1212,26,3174,96,moderadamente apto
Inirida,777,630,26,3850,86,moderadamente apto
San Jose del Guaviare,778,1038,38,2019,64,no apto
Neiva,779,1091,26,3572,94,moderadamente apto
Rioacha,780,496,23,1534,48,marginalmente apto
Santa Marta,781,802,41,3644,65,no apto
Villavicencio,782,357,35,2067,48,no apto
Pasto,783,386,32,1452,81,marginalmente apto
Cucuta,784,818,19,3967,43,marginalmente apto
Mocoa,785,864,32,1890,99,marginalmente apto
Armenia,786,965,25,1923,109,sumamente apto
Pereira,787,587,42,1167,17,no apto
San Andres,788,1123,24,3698,48,marginalmente apto
Bucaramanga,789,1277,24,3106,47,marginalmente apto
Sincelejo,790,1291,25,3367,34,marginalmente apto
Ibague,791,992,21,3995,95,moderadamente apto
Cali,792,1119,40,3616,100,no apto
Mitu,793,362,24,2319,32,marginalmente apto
Puerto Carreno,794,1347,17,1493,84,no apto
Leticia,795,1099,20,2422,33,marginalmente apto
Medellin,796,744,28,3500,26,marginalmente apto
Arauca,797,1143,29,1733,29,marginalmente apto
Barranquilla,798,664,19,4016,56,marginalmente apto
Cartagena,799,1357,40,3306,37,no apto
Tunja,800,1340,20,2499,104,marginalmente apto
Manizales,801,1367,21,3713,83,moderadamente apto
Florencia,802,960,42,3030,95,no apto
Yopal,803,519,41,1562,93,no apto
Popayan,804,962,22,2297,24,no apto
Valledupar,805,646,32,2661,37,marginalmente apto
Quibdo,806,584,43,2941,90,no apto
Monteria,807,768,22,2844,79,moderadamente apto
Bogota,808,458,38,3249,61,no apto
Inirida,809,443,35,1678,88,no apto
San Jose del Guaviare,810,504,43,4013,85,no apto
Neiva,811,1142,38,4035,38,no apto
Rioacha,812,792,37,1745,23,no apto
Santa Marta,813,1089,37,1329,23,no apto
Villavicencio,814,874,23,1982,82,moderadamente apto
Pasto,815,527,20,4135,94,marginalmente apto
Cucuta,816,567,37,2989,84,no apto
Mocoa,817,1380,23,1632,34,marginalmente apto
Armenia,818,584,38,1307,43,no apto
Pereira,819,380,24,3099,56,moderadamente apto
San Andres,820,1089,38,3158,85,no apto
Bucaramanga,821,694,20,2718,96,marginalmente apto
Sincelejo,822,645,25,2108,20,no apto
Ibague,823,679,22,3361,65,moderadamente apto
Cali,824,957,34,2540,26,no apto
Mitu,825,1358,19,3907,17,no apto
Puerto Carreno,826,713,14,1547,32,no apto
Leticia,827,837,33,3533,32,no apto
Medellin,828,797,18,3387,17,no apto
Arauca,829,996,43,3698,103,no apto
Barranquilla,830,1096,27,3737,84,moderadamente apto
Cartagena,831,526,23,1325,79,moderadamente apto
Tunja,832,1168,19,3854,41,marginalmente apto
Manizales,833,459,34,2366,57,no apto
Florencia,834,1016,18,2592,101,marginalmente apto
Yopal,835,599,20,1660,57,marginalmente apto
Popayan,836,598,20,3914,41,marginalmente apto
Valledupar,837,1312,25,1965,35,marginalmente apto
Quibdo,838,1395,20,4174,87,marginalmente apto
Monteria,839,1326,30,4163,18,no apto
Bogota,840,648,32,2087,63,marginalmente apto
Inirida,841,800,32,1229,65,marginalmente apto
San Jose del Guaviare,842,1039,19,3609,26,marginalmente apto
Neiva,843,434,28,3764,95,moderadamente apto
Rioacha,844,1098,38,1260,94,no apto
Santa Marta,845,1385,19,3791,101,marginalmente apto
Villavicencio,846,451,20,2530,70,marginalmente apto
Pasto,847,1273,43,2935,24,no apto
Cucuta,848,560,35,1595,73,no apto
Mocoa,849,719,16,1204,63,no apto
Armenia,850,661,38,3002,42,no apto
Pereira,851,1014,42,2969,30,no apto
San Andres,852,629,20,3626,28,marginalmente apto
Bucaramanga,853,726,20,3903,45,marginalmente apto
Sincelejo,854,601,40,2236,64,no apto
Ibague,855,388,19,3492,84,marginalmente apto
Cali,856,1296,26,3001,68,moderadamente apto
Mitu,857,912,31,3587,81,marginalmente apto
Puerto Carreno,858,1106,43,2717,15,no apto
Leticia,859,613,34,2295,99,no apto
Medellin,860,1142,22,2631,85,moderadamente apto
Arauca,861,1121,21,4106,51,moderadamente apto
Barranquilla,862,1202,23,2962,91,moderadamente apto
Cartagena,863,727,35,1990,31,no apto
Tunja,864,567,36,2365,64,no apto
Manizales,865,1039,25,3764,23,no apto
Florencia,866,626,37,3320,103,no apto
Yopal,867,1300,33,2355,55,no apto
Popayan,868,523,17,1815,41,no apto
Valledupar,869,1079,20,3033,37,marginalmente apto
Quibdo,870,383,41,3663,68,no apto
Monteria,871,1380,28,3817,22,no apto
Bogota,872,1359,18,3368,62,marginalmente apto
Inirida,873,649,19,1936,104,marginalmente apto
San Jose del Guaviare,874,609,44,3391,44,no apto
Neiva,875,486,19,1685,75,marginalmente apto
Rioacha,876,1266,30,2874,100,moderadamente apto
Santa Marta,877,1033,23,3916,55,moderadamente apto
Villavicencio,878,1326,32,4059,73,marginalmente apto
Pasto,879,1201,23,2460,87,moderadamente apto
Cucuta,880,872,18,2936,64,marginalmente apto
Mocoa,881,697,30,3896,50,marginalmente apto
Armenia,882,853,43,3213,16,no apto
Pereira,883,607,18,3437,57,marginalmente apto
San Andres,884,1201,44,2076,28,no apto
Bucaramanga,885,1290,37,3663,81,no apto
Sincelejo,886,414,31,3916,104,marginalmente apto
Ibague,887,1022,37,2377,93,no apto
Cali,888,764,38,1778,22,no apto
Mitu,889,456,25,2542,23,no apto
Puerto Carreno,890,1093,15,2316,51,no apto
Leticia,891,1396,29,3364,69,moderadamente apto
Medellin,892,1170,31,1166,41,marginalmente apto
Arauca,893,388,35,1881,67,no apto
Barranquilla,894,1351,30,3136,51,moderadamente apto
Cartagena,895,1321,28,2890,54,moderadamente apto
Tunja,896,960,33,2060,102,no apto
Manizales,897,1327,31,1473,100,marginalmente apto
Florencia,898,1116,35,1626,43,no apto
Yopal,899,897,27,2481,25,marginalmente apto
Popayan,900,1094,37,2675,93,no apto
Valledupar,901,1190,34,4129,76,no apto
Quibdo,902,359,20,3146,43,marginalmente apto
Monteria,903,1382,40,3467,70,no apto
Bogota,904,662,26,1958,29,marginalmente apto
Inirida,905,366,16,1517,34,no apto
San Jose del Guaviare,906,1031,20,3218,45,marginalmente apto
Neiva,907,1171,41,3819,90,no apto
Rioacha,908,737,38,2051,99,no apto
Santa Marta,909,798,36,1324,90,no apto
Villavicencio,910,1340,28,2031,38,marginalmente apto
Pasto,911,616,38,1319,43,no apto
Cucuta,912,1253,44,3319,100,no apto
Mocoa,913,1265,23,1275,99,moderadamente apto
Armenia,914,639,20,1971,23,no apto
Pereira,915,1031,21,4123,85,moderadamente apto
San Andres,916,960,34,1793,40,no apto
Bucaramanga,917,612,43,4017,30,no apto
Sincelejo,918,1054,24,4002,89,moderadamente apto
Ibague,919,1056,38,1447,61,no apto
Cali,920,1360,19,2014,33,marginalmente apto
Mitu,921,769,36,4009,20,no apto
Puerto Carreno,922,461,19,3741,69,marginalmente apto
Leticia,923,1301,28,2273,38,marginalmente apto
Medellin,924,650,43,3789,49,no apto
Arauca,925,483,24,2385,60,moderadamente apto
Barranquilla,926,683,29,3958,99,moderadamente apto
Cartagena,927,628,31,3481,105,marginalmente apto
Tunja,928,764,24,1221,80,moderadamente apto
Manizales,929,498,22,1583,54,moderadamente apto
Florencia,930,1137,15,3448,19,no apto
Yopal,931,938,18,3931,73,marginalmente apto
Popayan,932,685,36,3208,20,no apto
Valledupar,933,831,31,1836,99,marginalmente apto
Quibdo,934,1220,36,1232,104,no apto
Monteria,935,447,32,1355,27,marginalmente apto
Bogota,936,1169,32,1852,61,marginalmente apto
Inirida,937,1103,43,3643,81,no apto
San Jose del Guaviare,938,631,44,3749,40,no apto
Neiva,939,460,34,1368,86,no apto
Rioacha,940,477,16,4089,98,no apto
Santa Marta,941,397,42,3319,56,no apto
Villavicencio,942,1113,41,2376,34,no apto
Pasto,943,543,38,2946,38,no apto
Cucuta,944,358,33,2929,90,no apto
Mocoa,945,1250,21,2453,68,moderadamente apto
Armenia,946,776,27,2959,78,moderadamente apto
Pereira,947,1109,29,3731,68,moderadamente apto
San Andres,948,357,34,2948,76,no apto
Bucaramanga,949,691,26,3941,54,moderadamente apto
Sincelejo,950,393,23,4152,51,moderadamente apto
Ibague,951,783,22,2025,46,marginalmente apto
Cali,952,679,30,4163,74,moderadamente apto
Mitu,953,540,41,3932,92,no apto
Puerto Carreno,954,992,35,3146,49,no apto
Leticia,955,1219,41,1882,52,no apto
Medellin,956,483,17,3073,63,no apto
Arauca,957,750,19,3818,100,marginalmente apto
Barranquilla,958,1016,15,3243,73,no apto
Cartagena,959,822,42,2256,98,no apto
Tunja,960,518,14,2125,38,no apto
Manizales,961,679,30,1552,63,moderadamente apto
Florencia,962,855,25,1812,61,moderadamente apto
Yopal,963,872,20,1953,51,marginalmente apto
Popayan,964,616,42,3536,54,no apto
Valledupar,965,923,42,3666,18,no apto
Quibdo,966,599,29,3241,40,marginalmente apto
Monteria,967,580,25,1272,21,no apto
Bogota,968,847,24,3746,18,no apto
Inirida,969,1224,35,4014,86,no apto
San Jose del Guaviare,970,1116,29,4017,46,marginalmente apto
Neiva,971,547,33,2001,80,no apto
Rioacha,972,617,44,3811,52,no apto
Santa Marta,973,1037,19,2596,62,marginalmente apto
Villavicencio,974,934,37,2838,63,no apto
Pasto,975,510,18,1569,36,marginalmente apto
Cucuta,976,390,17,1220,80,no apto
Mocoa,977,1250,42,1593,96,no apto
Armenia,978,764,18,1930,68,marginalmente apto
Pereira,979,1207,37,1826,64,no apto
San Andres,980,1219,40,2349,76,no apto
Bucaramanga,981,1239,44,1631,49,no apto
Sincelejo,982,369,14,2948,78,no apto
Ibague,983,593,35,4108,33,no apto
Cali,984,1149,39,4077,56,no apto
Mitu,985,925,39,3620,30,no apto
Puerto Carreno,986,492,33,1770,64,no apto
Leticia,987,519,17,3621,19,no apto
Medellin,988,1017,44,3089,98,no apto
Arauca,989,624,31,2426,85,marginalmente apto
Barranquilla,990,560,35,1122,15,no apto
Cartagena,991,1338,14,1884,84,no apto
Tunja,992,1014,17,2829,56,no apto
Manizales,993,1003,28,1373,52,moderadamente apto
Florencia,994,492,23,2088,39,marginalmente apto
Yopal,995,609,38,3443,25,no apto
Popayan,996,1105,31,1671,55,marginalmente apto
Valledupar,997,1064,38,2667,25,no apto
Quibdo,998,1265,31,3118,44,marginalmente apto
Monteria,999,1345,35,3554,50,no apto
Bogota,1000,1341,15,2439,24,no apto
Inirida,1001,1062,20,3411,109,marginalmente apto
San Jose del Guaviare,1002,369,28,3903,21,no apto
Neiva,1003,1072,29,3462,78,moderadamente apto
Rioacha,1004,821,34,3770,15,no apto
Santa Marta,1005,588,38,2189,28,no apto
Villavicencio,1006,422,25,2286,91,moderadamente apto
Pasto,1007,1222,42,2109,32,no apto
Cucuta,1008,1061,41,3035,70,no apto
Mocoa,1009,957,36,4187,92,no apto
Armenia,1010,456,21,3698,49,marginalmente apto
Pereira,1011,838,43,2128,99,no apto
San Andres,1012,1336,22,3348,65,moderadamente apto
Bucaramanga,1013,545,44,1246,92,no apto
Sincelejo,1014,577,19,2798,28,marginalmente apto
Ibague,1015,1249,41,2875,77,no apto
Cali,1016,1390,19,3197,75,marginalmente apto
Mitu,1017,1103,41,1722,108,no apto
Puerto Carreno,1018,681,18,2409,64,marginalmente apto
Leticia,1019,888,33,3045,44,no apto
Medellin,1020,1096,34,3513,95,no apto
Arauca,1021,997,25,3049,61,moderadamente apto
Barranquilla,1022,429,17,2635,108,no apto
Cartagena,1023,419,36,1474,22,no apto
Tunja,1024,412,36,2853,66,no apto
Manizales,1025,1032,40,2131,86,no apto
Florencia,1026,608,34,4054,32,no apto
Yopal,1027,476,26,3125,19,no apto
Popayan,1028,676,41,3872,90,no apto
Valledupar,1029,910,32,1592,15,no apto
Quibdo,1030,1011,16,1819,95,no apto
Monteria,1031,1223,23,4147,36,marginalmente apto
Bogota,1032,676,25,1602,94,moderadamente apto
Inirida,1033,473,32,1348,74,marginalmente apto
San Jose del Guaviare,1034,938,26,3070,39,marginalmente apto
Neiva,1035,1227,17,3876,107,no apto
Rioacha,1036,499,23,2246,44,marginalmente apto
Santa Marta,1037,844,15,2372,79,no apto
Villavicencio,1038,769,20,3138,73,marginalmente apto
Pasto,1039,660,30,4002,15,no apto
Cucuta,1040,1035,42,1220,78,no apto
Mocoa,1041,1362,38,2974,29,no apto
Armenia,1042,1333,17,1208,39,no apto
Pereira,1043,1290,40,4193,29,no apto
San Andres,1044,954,33,1829,108,no apto
Bucaramanga,1045,744,44,3153,55,no apto
Sincelejo,1046,1024,20,2005,32,marginalmente apto
Ibague,1047,1185,35,3959,16,no apto
Cali,1048,805,36,1710,27,no apto
Mitu,1049,1016,23,2399,77,moderadamente apto
Puerto Carreno,1050,398,23,2235,81,moderadamente apto
Leticia,1051,1313,25,2614,48,marginalmente apto
Medellin,1052,981,44,2851,57,no apto
Arauca,1053,1044,27,4150,97,moderadamente apto
Barranquilla,1054,1109,43,3178,37,no apto
Cartagena,1055,407,32,3444,52,marginalmente apto
Tunja,1056,917,15,2743,77,no apto
Manizales,1057,459,23,3854,108,moderadamente apto
Florencia,1058,642,44,2965,108,no apto
Yopal,1059,1147,22,3128,100,moderadamente apto
Popayan,1060,585,26,3010,58,moderadamente apto
Valledupar,1061,708,24,3887,97,moderadamente apto
Quibdo,1062,381,14,1417,82,no apto
Monteria,1063,465,23,4056,66,moderadamente apto
Bogota,1064,858,42,1363,78,no apto
Inirida,1065,449,18,2958,29,marginalmente apto
San Jose del Guaviare,1066,742,32,2817,66,marginalmente apto
Neiva,1067,471,40,2305,100,no apto
Rioacha,1068,524,39,2836,61,no apto
Santa Marta,1069,907,40,3898,44,no apto
Villavicencio,1070,1125,28,1494,62,moderadamente apto
Pasto,1071,1050,38,1979,90,no apto
Cucuta,1072,530,30,1231,22,no apto
Mocoa,1073,1382,20,2493,91,marginalmente apto
Armenia,1074,1124,24,2554,50,marginalmente apto
Pereira,1075,1012,35,2849,56,no apto
San Andres,1076,970,30,3046,36,marginalmente apto
Bucaramanga,1077,1327,41,3626,67,no apto
Sincelejo,1078,873,33,4155,15,no apto
Ibague,1079,946,43,1450,17,no apto
Cali,1080,1306,42,1901,28,no apto
Mitu,1081,1297,24,2772,108,moderadamente apto
Puerto Carreno,1082,939,14,3022,57,no apto
Leticia,1083,1111,16,3857,57,no apto
Medellin,1084,850,32,1180,41,marginalmente apto
Arauca,1085,429,43,4191,38,no apto
Barranquilla,1086,1278,16,2188,17,no apto
Cartagena,1087,1259,16,2949,78,no apto
Tunja,1088,803,21,1760,105,moderadamente apto
Manizales,1089,751,23,2479,75,moderadamente apto
Florencia,1090,1016,29,1821,22,no apto
Yopal,1091,1161,25,1210,108,sumamente apto
Popayan,1092,952,17,1726,74,no apto
Valledupar,1093,1141,16,2635,106,no apto
Quibdo,1094,1165,25,4146,105,sumamente apto
Monteria,1095,924,41,3690,61,no apto
Bogota,1096,890,31,2317,72,marginalmente apto
Inirida,1097,1255,18,3611,35,marginalmente apto
San Jose del Guaviare,1098,1243,44,3464,87,no apto
Neiva,1099,969,14,1707,56,no apto
Rioacha,1100,764,16,2015,98,no apto
Santa Marta,1101,1014,21,3213,95,moderadamente apto
Villavicencio,1102,636,25,1882,105,sumamente apto
Pasto,1103,1022,28,1526,61,moderadamente apto
Cucuta,1104,374,36,2175,36,no apto
Mocoa,1105,593,21,1479,45,marginalmente apto
Armenia,1106,1372,20,3173,32,marginalmente apto
Pereira,1107,896,30,3356,23,no apto
San Andres,1108,1056,32,2725,87,marginalmente apto
Bucaramanga,1109,695,16,3321,27,no apto
Sincelejo,1110,1126,14,3164,66,no apto
Ibague,1111,690,42,2825,15,no apto
Cali,1112,626,37,3079,83,no apto
Mitu,1113,778,17,1456,16,no apto
Puerto Carreno,1114,364,19,3603,42,marginalmente apto
Leticia,1115,957,30,1227,29,marginalmente apto
Medellin,1116,1090,35,4188,41,no apto
Arauca,1117,483,17,4196,48,no apto
Barranquilla,1118,851,38,2799,89,no apto
Cartagena,1119,1318,30,2760,51,moderadamente apto
Tunja,1120,592,20,1860,78,marginalmente apto
Manizales,1121,448,32,2509,51,marginalmente apto
Florencia,1122,1021,31,1228,64,marginalmente apto
Yopal,1123,936,29,1226,64,moderadamente apto
Popayan,1124,1027,15,1264,84,no apto
Valledupar,1125,380,14,1595,65,no apto
Quibdo,1126,832,16,1895,95,no apto
Monteria,1127,1149,34,1249,86,no apto
Bogota,1128,591,25,3465,40,marginalmente apto
Inirida,1129,1343,28,1378,95,moderadamente apto
San Jose del Guaviare,1130,839,28,3902,79,moderadamente apto
Neiva,1131,498,35,3248,54,no apto
Rioacha,1132,855,15,2192,86,no apto
Santa Marta,1133,871,17,2450,75,no apto
Villavicencio,1134,651,23,1420,30,marginalmente apto
Pasto,1135,567,40,1805,109,no apto
Cucuta,1136,1115,37,2192,66,no apto
Mocoa,1137,775,32,2876,55,marginalmente apto
Armenia,1138,531,20,3275,85,marginalmente apto
Pereira,1139,624,34,3992,72,no apto
San Andres,1140,969,32,4132,40,marginalmente apto
Bucaramanga,1141,558,28,2701,46,marginalmente apto
Sincelejo,1142,402,39,4064,82,no apto
Ibague,1143,1320,24,1268,27,marginalmente apto
Cali,1144,1302,38,3434,97,no apto
Mitu,1145,872,15,1506,95,no apto
Puerto Carreno,1146,443,27,1372,107,sumamente apto
Leticia,1147,623,30,1985,90,moderadamente apto
Medellin,1148,393,43,4154,47,no apto
Arauca,1149,1399,29,2125,22,no apto
Barranquilla,1150,932,16,3799,37,no apto
Cartagena,1151,950,43,2018,64,no apto
Tunja,1152,1000,44,1753,99,no apto
Manizales,1153,861,43,2783,89,no apto
Florencia,1154,1030,31,1359,74,marginalmente apto
Yopal,1155,695,23,3541,66,moderadamente apto
Popayan,1156,691,24,3798,49,marginalmente apto
Valledupar,1157,940,18,1309,65,marginalmente apto
Quibdo,1158,1050,16,1389,106,no apto
Monteria,1159,946,35,3331,83,no apto
Bogota,1160,827,24,2898,23,no apto
Inirida,1161,709,35,1449,81,no apto
San Jose del Guaviare,1162,1135,16,3316,99,no apto
Neiva,1163,526,44,3163,36,no apto
Rioacha,1164,1208,18,2613,20,no apto
Santa Marta,1165,435,14,1154,65,no apto
Villavicencio,1166,1160,26,2213,51,moderadamente apto
Pasto,1167,615,24,1779,43,marginalmente apto
Cucuta,1168,1158,27,3904,80,moderadamente apto
Mocoa,1169,817,29,1239,19,no apto
Armenia,1170,812,34,1613,25,no apto
Pereira,1171,578,43,2796,28,no apto
San Andres,1172,540,20,3552,100,marginalmente apto
Bucaramanga,1173,708,34,3123,84,no apto
Sincelejo,1174,1355,39,1284,20,no apto
Ibague,1175,725,38,3880,64,no apto
Cali,1176,1038,21,1770,85,moderadamente apto
Mitu,1177,1350,38,2418,103,no apto
Puerto Carreno,1178,567,34,1735,93,no apto
Leticia,1179,569,23,2095,35,marginalmente apto
Medellin,1180,1238,27,3417,40,marginalmente apto
Arauca,1181,1234,32,1747,50,marginalmente apto
Barranquilla,1182,1270,18,4120,27,marginalmente apto
Cartagena,1183,1089,15,1956,87,no apto
Tunja,1184,829,32,3970,69,marginalmente apto
Manizales,1185,840,35,2255,63,no apto
Florencia,1186,971,39,3674,22,no apto
Yopal,1187,598,35,2087,37,no apto
Popayan,1188,625,34,3677,35,no apto
Valledupar,1189,880,20,1251,83,marginalmente apto
Quibdo,1190,1075,29,3543,22,no apto
Monteria,1191,447,37,1945,22,no apto
Bogota,1192,944,20,2323,21,no apto
Inirida,1193,570,38,2289,54,no apto
San Jose del Guaviare,1194,1147,29,3769,107,moderadamente apto
Neiva,1195,842,25,1899,39,marginalmente apto
Rioacha,1196,1140,39,3835,35,no apto
Santa Marta,1197,1252,26,3691,68,moderadamente apto
Villavicencio,1198,1113,39,3532,39,no apto
Pasto,1199,961,19,2742,15,no apto
Cucuta,1200,1369,15,3406,65,no apto
Mocoa,1201,953,15,2259,106,no apto
Armenia,1202,1035,26,2136,75,moderadamente apto
Pereira,1203,406,44,2655,103,no apto
San Andres,1204,1375,28,2450,36,marginalmente apto
Bucaramanga,1205,655,30,1465,97,moderadamente apto
Sincelejo,1206,712,34,4114,73,no apto
Ibague,1207,515,26,2021,71,moderadamente apto
Cali,1208,833,38,2781,49,no apto
Mitu,1209,1052,30,3692,94,moderadamente apto
Puerto Carreno,1210,868,28,1173,26,marginalmente apto
Leticia,1211,726,43,4090,98,no apto
Medellin,1212,397,32,2292,26,marginalmente apto
Arauca,1213,379,14,3778,30,no apto
Barranquilla,1214,1068,15,1866,67,no apto
Cartagena,1215,918,34,1132,68,no apto
Tunja,1216,1280,30,2262,82,moderadamente apto
Manizales,1217,1147,38,1885,74,no apto
Florencia,1218,364,23,3104,96,moderadamente apto
Yopal,1219,649,30,1586,23,no apto
Popayan,1220,413,40,3672,27,no apto
Valledupar,1221,436,22,2535,106,moderadamente apto
Quibdo,1222,861,38,2784,45,no apto
